Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,Carboxylic acid,Alkyl Carbon,Allenic Carbon,Vinylic Carbon,Acetylenic Carbon,Carbonyl group. Low specificity,Carbonyl group,Carbonyl with Carbon,Carbonyl with Nitrogen,Carbonyl with Oxygen,Acyl Halide,Aldehyde,Anhydride,Amide,Amidinium,Carbamate,Carbamic ester,Carbamic acid,Carboxylate Ion,Carbonic acid or Carbonic Ester,Carbonic Acid or Carbonic Acid-Ester,Carbonic Ester,Carboxylic acid or conjugate base.,Cyanamide,Ester Also or anhydrides,Ketone,Ether,Primary or secondary amine,Enamine,Primary amine,Two primary or secondary amines,Enamine or Aniline Nitrogen,Azide group,Azide ion,Azo Nitrogen.diazene,Azoxy Nitrogen,Diazo Nitrogen,Azole,Hydrazine,Hydrazone,Imine - Schiff base,Imine - Substutuded/unsubstituted,Iminium,Imide,Dicarboximide,Dicarboxdiimide,Nitrate group,Nitrate Anion,Nitrile,Isonitrile,Nitro,Nitroso,N-oxide,Hydroxyl,Enol,Phenol,Hydroxyl acidic,Peroxide,Carbo-Thiocarboxylate,Carbo-Thioester,Thiol,Thioamide,Sulfide,Sulfinate,Sulfone,Sulfonate,Sulfonamide,Carbo-azosulfone,Sulfoxide,Sulfate,Sulfuric acid ester,Sulfamate,Sulfenic acid,Sulfenate,Trifluoro methyl,Tricloro methyl,Thiourea,Thiophenol,Urea,Lactam,Hydroxylamine,Oxime,Azide,Benzene,Morpholine,Piperidine,Pyrazole,"1,3-oxathiolan-2-one","thiete 1,1-dioxide",thieae 1-oxide,thietan,oxetane,isoxazole,"1,2,3 triazole"
SM35,11.34758582,-3.254895413,11.34758582,0.423515448,0.865543541,287.406,270.27,287.0649854,100.0,1.277777778,1.888888889,2.388888889,13.22576835,10.25641992,11.88941308,8.386358674,5.76461987,9.14406528,4.868657785,8.074116065,3.011516077,5.564441858,2.24992266,5.046738369,-0.72,13.70566639,5.107547063,3.63444101,110.3001169,0.0,0.0,0.0,10.02329115,0.0,0.0,4.208898492,13.13989185,0.0,0.0,30.33183534,18.40509474,22.30527626,11.79469444,12.62669548,20.8228602,0.0,4.722094864,0.0,18.3805685,17.7614764,35.89528683,0.0,63.24,26.36178545,12.62669548,0.0,17.92652884,12.67659081,5.563451492,0.0,30.33183534,4.722094864,0.0,36.63247882,0.0,0.0,0.0,0.665496347,0.847030896,9.912525055,2.633820547,0.0,-4.135796109,0.5,18.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,6.0,5.0,0.0,1.0,1.0,2.0,0.6695,73.3499,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
SM36,12.54851175,-3.591052821,12.54851175,0.2470078,0.868584251,349.477,330.325,349.0806355,122.0,0.956521739,1.52173913,2.086956522,16.33865253,12.64317127,14.27616443,10.99153039,7.471179327,10.44237645,5.912981576,9.052386898,4.013991426,7.357623101,2.80024277,6.013843084,-1.5,16.36102309,6.549149338,3.884359862,138.992269,0.0,0.0,0.0,10.02329115,0.0,0.0,4.208898492,13.13989185,0.0,0.0,48.53093655,30.53782887,22.30527626,10.43440873,12.62669548,20.8228602,0.0,4.722094864,0.0,23.27605197,11.50570721,66.22712218,0.0,63.24,26.36178545,12.62669548,4.895483476,17.92652884,11.98427311,0.0,30.33183534,30.33183534,4.722094864,0.0,39.52426611,0.0,0.2470078,0.0,0.554179159,0.76170068,18.25650522,1.406911297,0.0,-4.528348039,0.294117647,23.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,6.0,6.0,0.0,1.0,1.0,3.0,2.0988,92.1339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
SM37,11.97258582,-3.495636154,11.97258582,0.39573767,0.831743451,316.448,296.288,316.0915345,112.0,1.25,1.85,2.35,14.80311862,11.70363352,13.33662668,9.329734347,6.433372956,9.361470157,5.383920565,8.725477214,3.435814134,6.837336028,2.221527985,4.961554346,-0.76,15.62549267,5.928376585,3.661318515,122.5602702,0.0,0.0,0.0,0.0,10.20932917,0.0,4.208898492,0.0,17.44510784,0.0,30.33183534,18.40509474,36.40062022,5.538925252,12.62669548,21.00889821,0.0,9.027310856,0.0,18.3805685,25.60105118,35.89528683,0.0,66.48,26.54782347,12.62669548,0.0,17.92652884,16.28948911,14.09534397,0.0,30.33183534,4.722094864,0.0,39.25252622,0.0,0.0,0.0,0.59507968,0.79147534,9.912525055,1.434337207,0.0,-1.430387946,0.538461538,20.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,6.0,0.0,1.0,1.0,2.0,0.5163,81.1129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
SM38,11.36478096,-3.411654673,11.36478096,0.111206774,0.850151924,303.405,286.269,303.0599,106.0,1.210526316,1.789473684,2.263157895,14.14841808,10.66466821,12.29766138,8.699618606,5.931286536,9.64406528,5.172401427,8.985346991,3.129367208,5.917995248,2.475514891,5.723515064,-0.92,14.4882996,4.880949242,4.020948671,113.5512611,0.0,0.0,9.837253136,10.02329115,0.0,0.0,0.0,21.55768883,0.0,0.0,30.33183534,18.40509474,0.0,23.30040165,16.83559397,19.86054429,0.0,4.722094864,0.0,18.3805685,17.7614764,35.89528683,0.0,80.31,25.39946954,16.83559397,11.50570721,12.84164325,11.81922068,0.0,0.0,30.33183534,4.722094864,0.0,47.9297212,0.0,0.0,0.0,0.239716081,-0.222413549,9.608610822,2.198809051,0.0,-6.504443605,0.5,19.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,7.0,5.0,0.0,1.0,1.0,2.0,0.3356,74.1273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
SM39,12.5569994,-3.74781208,12.5569994,0.146651917,0.845896379,365.476,346.324,365.0755501,128.0,0.916666667,1.458333333,2.0,17.26130226,13.05141956,14.68441272,11.30479032,7.637845994,10.94237645,6.216725218,9.963617824,4.131842556,7.711176491,3.025835002,6.69061978,-1.7,17.13371437,6.308905404,3.853037213,142.2434132,0.0,0.0,9.837253136,10.02329115,0.0,0.0,0.0,21.55768883,0.0,0.0,48.53093655,30.53782887,0.0,21.94011594,16.83559397,19.86054429,0.0,4.722094864,0.0,23.27605197,11.50570721,66.22712218,0.0,80.31,25.39946954,16.83559397,16.40119069,12.84164325,5.563451492,12.13273414,18.19910121,30.33183534,4.722094864,0.0,51.158018,0.0,0.146651917,0.0,0.128398894,-0.307743764,17.64867675,1.065452964,0.0,-6.922788092,0.294117647,24.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,7.0,6.0,0.0,1.0,1.0,3.0,1.7649,92.9113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
SM40,11.98107348,-3.652395413,11.98107348,0.138984552,0.805522036,332.447,312.287,332.0864491,118.0,1.19047619,1.761904762,2.238095238,15.72576835,12.11188181,13.74487497,9.642994279,6.600039623,9.861470157,5.687664208,9.63670814,3.553665264,7.190889418,2.447120217,5.638331041,-0.96,16.4111923,5.676229327,4.029620701,125.8114144,0.0,0.0,9.837253136,0.0,10.20932917,0.0,0.0,8.417796984,17.44510784,0.0,30.33183534,18.40509474,14.09534397,17.04463247,16.83559397,20.04658231,0.0,9.027310856,0.0,18.3805685,25.60105118,35.89528683,0.0,83.55,25.58550756,16.83559397,11.50570721,12.84164325,9.868667483,14.09534397,0.0,30.33183534,4.722094864,0.0,50.61246544,0.0,0.0,0.0,0.169299414,-0.277969104,9.608610822,1.092878874,0.0,-3.955285441,0.538461538,21.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,8.0,6.0,0.0,1.0,1.0,2.0,0.1824,81.8903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
SM41,10.95364292,-3.318529673,10.95364292,0.18180839,0.883123015,238.268,228.188,238.0412132,84.0,1.25,1.9375,2.5625,11.59601184,8.544308372,9.360804953,7.544624757,4.54404477,6.435456308,3.316655938,5.065111137,1.858424132,2.438353167,1.251730507,1.727822739,-1.82,10.68965055,3.974540285,2.603864031,93.12941107,4.523094937,0.0,11.5781102,10.02329115,0.0,0.0,4.722094864,8.417796984,0.0,0.0,35.4884986,0.0,11.62981856,6.255769184,12.94089192,15.84115393,0.0,5.156663257,0.0,0.0,10.97786405,36.39820241,11.32369891,72.2,10.02329115,8.417796984,5.817862778,5.760247419,11.81922068,6.066367068,0.0,30.33183534,9.878758122,4.523094937,29.1655528,0.0,0.0,3.612653534,0.844028723,0.701947279,10.85161869,1.059395314,0.0,-3.318529673,0.1,16.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,6.0,3.0,0.0,0.0,0.0,2.0,1.7131,60.4055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SM42,12.15456885,-3.65468708,12.15456885,0.150653817,0.803093372,300.339,288.243,300.0568632,106.0,0.904761905,1.523809524,2.19047619,14.70889601,10.93105972,11.7475563,10.14979647,6.250604227,7.733767474,4.360979728,6.043381969,2.860899481,4.23153441,1.858019237,2.862833314,-2.6,13.38615917,5.414299597,2.95017301,121.8215632,4.523094937,0.0,11.5781102,0.0,10.02329115,0.0,4.722094864,8.417796984,0.0,0.0,53.6875998,12.13273414,11.62981856,4.895483476,12.94089192,15.84115393,0.0,5.156663257,0.0,4.895483476,4.722094864,66.73003775,11.32369891,72.2,10.02329115,8.417796984,10.71334625,5.760247419,5.563451492,12.13273414,24.26546827,30.33183534,9.878758122,4.523094937,31.85670785,0.0,0.17524177,3.737983749,0.828850991,0.65191463,18.98732143,0.0,0.0,-3.65468708,0.0,21.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,4.0,1.0,6.0,4.0,0.0,0.0,0.0,3.0,3.1424,79.1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SM43,11.57864292,-3.559270413,11.57864292,0.155141723,0.911746768,267.31,254.206,267.0677623,96.0,1.222222222,1.888888889,2.5,13.17336211,9.991521968,10.80801855,8.48800043,5.212797856,6.652861185,3.831918718,5.716472286,2.282722189,3.711247337,1.285213217,1.828270868,-1.86,12.59312881,4.78954378,2.687532,105.3895644,4.523094937,0.0,11.5781102,0.0,0.0,10.20932917,4.722094864,0.0,12.72301298,0.0,35.4884986,0.0,25.72516253,0.0,12.94089192,16.02719195,0.0,9.461879248,0.0,0.0,18.81743883,36.39820241,11.32369891,75.44,10.20932917,8.417796984,5.817862778,5.760247419,9.868667483,20.16171103,0.0,30.33183534,9.878758122,4.523094937,31.5986726,0.0,0.0,3.668209089,0.833612056,0.66167517,10.85161869,0.0,0.0,-0.697120943,0.181818182,18.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,7.0,4.0,0.0,0.0,0.0,2.0,1.5599,68.1685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SM44,10.95827255,-3.311863006,10.95827255,0.200326909,0.850820015,238.272,228.192,238.0524466,84.0,1.25,1.9375,2.5625,11.59601184,8.530487273,9.346983854,7.544624757,4.500476991,6.391888529,3.258128832,5.006584031,1.804086393,2.384015428,1.207447299,1.680875623,-1.89,10.62193082,3.932905333,2.571448556,92.95941252,0.0,0.0,5.817862778,10.02329115,0.0,0.0,4.722094864,13.09959992,0.0,5.098681808,23.4124863,12.13273414,0.0,18.13999903,8.417796984,15.84115393,0.0,14.99386984,0.0,0.0,10.97786405,36.52867891,5.687386275,76.88,10.02329115,8.417796984,5.817862778,0.0,11.94315546,10.87864651,0.0,30.33183534,15.03416177,0.0,25.65916391,0.0,0.0,7.510940571,0.816250945,0.200326909,9.300854802,2.574325869,0.0,-3.311863006,0.111111111,16.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,7.0,3.0,0.0,0.0,0.0,2.0,0.6388,59.8255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SM45,12.15919848,-3.648020413,12.15919848,0.169172336,0.799892552,300.343,288.247,300.0680966,106.0,0.904761905,1.523809524,2.19047619,14.70889601,10.91723862,11.7337352,10.14979647,6.207036449,7.690199696,4.302452623,5.984854864,2.806561741,4.177196671,1.813736029,2.815886198,-2.67,13.31940526,5.37213362,2.922583261,121.6515646,0.0,0.0,5.817862778,0.0,10.02329115,0.0,4.722094864,13.09959992,0.0,5.098681808,41.61158751,24.26546827,0.0,16.77971332,8.417796984,15.84115393,0.0,14.99386984,0.0,4.895483476,4.722094864,66.86051426,5.687386275,76.88,10.02329115,8.417796984,10.71334625,0.0,5.687386275,23.01138064,18.19910121,30.33183534,15.03416177,0.0,28.22370095,0.0,0.179871399,7.729942051,0.801073213,0.169172336,17.43729287,1.523634259,0.0,-3.648020413,0.0,21.0,1.0,6.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,1.0,7.0,4.0,0.0,0.0,0.0,3.0,2.0681,78.6095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SM46,11.58327255,-3.552603747,11.58327255,0.173660242,0.873690319,267.314,254.21,267.0789957,96.0,1.222222222,1.888888889,2.5,13.17336211,9.977700869,10.79419745,8.48800043,5.169230078,6.609293407,3.773391612,5.657945181,2.228384449,3.656909598,1.240930009,1.781323752,-1.93,12.52493092,4.746710874,2.658143462,105.2195658,0.0,0.0,5.817862778,0.0,0.0,10.20932917,4.722094864,4.681802935,12.72301298,5.098681808,23.4124863,12.13273414,14.09534397,11.88422985,8.417796984,16.02719195,0.0,19.29908583,0.0,0.0,18.81743883,36.52867891,5.687386275,80.12,10.20932917,8.417796984,5.817862778,0.0,9.992602266,24.97399047,0.0,30.33183534,15.03416177,0.0,28.03568885,0.0,0.0,7.607312453,0.805834278,0.173660242,9.300854802,1.510300926,0.0,-0.683651555,0.2,18.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,8.0,4.0,0.0,0.0,0.0,2.0,0.4856,67.5885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
