Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
CHEMBL1965988,12.28290104,-0.295465277,12.28290104,0.287719323,0.352134001,427.533,406.365,427.1466813,154,0,0.323178589,-0.383140929,0.383140929,0.323178589,1.129032258,1.903225806,2.64516129,32.13344671,10.03664511,2.13346836,-2.090339753,2.381019351,-2.188243948,7.177381276,0.26186818,21.79431797,16.89902019,17.71551677,15.04604519,9.646317733,10.52597054,6.942470958,7.822123769,4.679362327,5.692655326,3.264785519,4.317501127,-3.86,20.41430099,8.87719681,4.506403338,183.8522311,22.10091216,5.817862778,0,0,0,6.031114512,0,9.778515705,0,11.33678588,36.10633691,47.69617123,28.52129183,16.80812781,4.794537184,44.64667985,0,4.983978521,5.733667477,6.9237372,22.91200109,71.23474587,0,22.96777162,22.10091216,21.98717251,0,11.33678588,17.55984944,0,18.76460584,11.12690298,60.10784289,0,21.21304711,0,106.06,0,4.794537184,0,12.57587092,11.50524905,38.02733637,0,17.53362945,60.83473652,27.45842437,11.46733495,0.989059123,1.574158758,16.58026773,8.607758871,16.96301053,6.387280171,14.95157609,1.68101836,2.26587037,0,0.083333333,31,6,6,0,0,0,2,2,4,5,4,7,3,0,0,0,4,4.80812,129.2212
CHEMBL1966343,5.805683198,0.498860361,5.805683198,0.498860361,0.754426236,256.309,240.181,256.1324111,98,0,0.166640896,-0.381711643,0.381711643,0.166640896,1.315789474,2.157894737,2.947368421,16.46000072,10.06322631,2.100847266,-1.972296373,2.266950723,-1.924466569,5.912086867,0.418114708,13.40541292,10.97388388,10.97388388,9.131030293,6.328080219,6.328080219,5.149681172,5.149681172,3.05318357,3.05318357,2.149947552,2.149947552,-2.3,11.77152049,4.421552477,2.18780524,110.3324165,10.25676241,0,11.5781102,0,0,0,5.098681808,0,5.098681808,0,19.00413766,30.53782887,17.01604277,11.21062871,4.523094937,16.72078771,0,15.35402687,5.917906046,20.26829602,5.733667477,29.95939627,0,11.32369891,5.733667477,5.817862778,0,0,15.35402687,6.420821623,5.917906046,19.54140239,28.78856321,0,22.22662384,0,80.73,0,0,0,0,11.73576882,34.34137346,0,0,24.26546827,29.20150127,10.25676241,5.395500756,0,0,11.85354887,8.663588579,1.821173653,7.864643802,0.916263385,4.318614285,0,0.285714286,19,3,5,0,0,0,1,2,3,4,2,5,3,0,0,0,3,2.9986,74.5451
CHEMBL1966425,12.35108039,-0.056260881,12.35108039,0.056260881,0.381304246,442.519,416.311,442.2004907,168,0,0.299764576,-0.493500753,0.493500753,0.299764576,1.090909091,1.878787879,2.666666667,16.47695589,9.959493958,2.236535258,-2.137599667,2.343889765,-2.153247404,6.007755612,0.09650907,22.7858818,18.72110188,18.72110188,16.06368328,11.02356506,11.02356506,8.374009285,8.374009285,5.653232268,5.653232268,3.996400921,3.996400921,-3.84,21.02924965,8.956106003,4.538851548,191.9246223,24.68750083,11.26621255,5.583020142,0,11.92183843,0,4.794537184,0,4.983978521,0,24.26546827,73.60472247,24.34035058,6.606881965,13.94855107,28.70894557,0,15.20067686,0,12.96557803,32.56377094,71.79057367,0,16.87641482,15.37044016,11.70204498,5.749511833,0,43.03805032,6.544756406,0,22.34226179,65.08082162,0,22.22662384,0,79.63,0,4.794537184,0,5.907179729,30.4792604,46.44303964,0,0,74.75901465,20.51746546,9.154013891,11.73285539,0,18.93649819,6.140420076,6.126206563,0.659695849,19.99301065,0.918459065,2.074933334,4.084587553,0.230769231,33,2,7,0,1,1,3,1,4,6,2,7,8,0,0,0,5,4.8123,129.0059
CHEMBL1966628,5.963033371,0.346317668,5.963033371,0.346317668,0.691574091,308.389,288.229,308.1749446,118,0,0.222909478,-0.351476008,0.351476008,0.222909478,1.086956522,1.956521739,2.826086957,15.11382168,9.918323209,2.188770114,-2.263010489,2.265539376,-2.327630629,5.9189022,0.409599705,15.6480536,12.86622033,12.86622033,11.29282634,8.070527139,8.070527139,6.123448705,6.123448705,4.487702528,4.487702528,3.192213939,3.192213939,-2.47,14.14326184,5.964663876,2.895148034,134.1118406,16.0344346,5.647177221,0,5.948339281,0,0,0,14.95193556,0,0,0,43.8823877,41.62388808,5.693927995,0,16.98174072,0,19.93591408,5.733667477,37.76696815,5.316788604,36.78963192,0,11.25737949,11.05045608,5.948339281,0,0,32.01959574,0,0,25.68328649,36.78963192,0,22.29078092,0,92.51,0,0,0,0,18.03202094,47.97406741,0,12.39368714,24.39594478,25.25270269,5.733667477,0,0,16.55096215,4.518374406,8.778187779,0.681677532,6.669540521,9.801257614,0,0,0.352941176,23,4,6,1,0,1,0,3,3,5,3,6,3,1,0,1,4,2.7017,90.9738
CHEMBL1966703,14.55905152,-0.402962963,14.55905152,0.090975057,0.83116131,325.387,305.227,325.1590405,124,0,0.161618817,-0.343455208,0.343455208,0.161618817,1.25,2,2.75,19.14219267,9.68777308,2.421917925,-2.379711737,2.490573085,-2.336126894,6.011484996,-0.117875297,17.06011345,14.03439127,14.03439127,11.37181058,8.197909213,8.197909213,7.510389589,7.510389589,4.98396904,4.98396904,3.986246688,3.986246688,-2.43,15.11848995,5.03134204,2.185414597,139.7108348,5.316788604,11.63508362,5.783244946,0,0,0,9.893218992,4.390415048,5.098681808,0,32.0465756,24.82591636,34.7357745,5.693927995,9.184952232,11.60110772,0,10.19736362,5.414990469,39.53076089,5.316788604,58.17366394,0,0,5.316788604,10.20827783,0,0,15.98060856,4.794537184,18.15594851,49.42785467,35.53561212,0,0,0,57.78,5.917906046,9.184952232,0,17.01545626,17.55737764,29.1931032,6.066367068,12.13273414,12.99010427,29.36162662,0,14.55905152,0,12.93122071,10.6095857,3.665886716,0.16526833,6.694713955,1.237333239,6.053606505,0,0.368421053,24,2,4,1,1,2,1,1,2,3,2,5,1,0,0,0,4,4.05782,90.2384
CHEMBL1966722,12.93896078,-1.883526263,12.93896078,0.165875745,0.389788527,411.914,393.77,411.0808255,142,0,0.279243232,-0.371659523,0.371659523,0.279243232,0.821428571,1.321428571,1.821428571,35.49569205,9.854886501,2.395110877,-2.279492265,2.29176218,-2.525534359,7.80077256,-0.136863404,19.9849169,14.72457842,16.29700395,13.4970557,8.463571735,9.249784498,5.982602319,6.82728639,4.103386961,4.559487421,2.687113782,2.981984106,-2.93,19.82120271,8.839048679,4.482260343,172.8779428,10.423316,0,10.7134877,0,5.907179729,0,15.64611998,0,0,0,72.26461057,47.6102447,10.71001959,0,9.901064579,40.52581622,0,10.85158279,0,5.601050811,5.316788604,101.0786753,0,0,16.1683714,5.687386275,0,23.81881333,16.12614401,10.395588,0,11.12690298,84.92913896,5.022633314,0,0,73.39,11.50823054,9.901064579,0,5.112436885,21.83692257,0,0,72.79640482,12.13273414,16.1683714,23.81881333,0,11.04853295,12.93896078,15.01703248,4.80745632,-0.661892479,24.37768773,0,0,0,0.047619048,28,4,5,0,0,0,3,0,3,3,4,7,4,0,0,0,3,3.5937,114.8339
CHEMBL1966816,13.69928836,-4.61806072,13.69928836,0.067123869,0.67201774,350.275,340.195,350.0790738,128,0,0.432923393,-0.306934991,0.432923393,0.306934991,1,1.76,2.52,19.41324051,10.1569385,2.320816789,-2.108515994,2.280413614,-2.208791404,6.046220276,-0.140611623,18.02673326,12.43333553,12.43333553,11.84235516,6.999114714,6.999114714,4.979466289,4.979466289,3.251123057,3.251123057,2.181091773,2.181091773,-3.23,16.62160887,6.344712607,3.650823631,138.2627301,5.316788604,22.84571233,0,0,0,12.20741303,10.30076712,14.16893075,13.17124514,0,18.19910121,24.26546827,11.58306779,5.687386275,22.35619737,28.4392885,0,9.967957042,0,6.176298517,10.63357721,60.17256189,0,0,10.63357721,33.86144643,0,0,15.99907155,6.176298517,5.817220841,5.693927995,48.66141305,0,10.90292493,0,66.91,23.71856187,22.35619737,0,17.02194977,5.386224214,12.13273414,30.46231185,6.066367068,0,20.60153425,0,51.59290875,0,19.23384977,5.00391453,-0.797961356,-0.821323661,8.01426044,-3.308981807,0,0,0.0625,25,2,5,0,0,0,1,2,3,3,2,9,2,0,0,0,3,4.4317,83.5814
CHEMBL1967116,12.34797849,-0.288064862,12.34797849,0.288064862,0.314904859,454.559,432.383,454.1575803,164,0,0.323178589,-0.383141612,0.383141612,0.323178589,1,1.787878788,2.515151515,32.13344686,10.02326682,2.157757526,-2.092376431,2.412786511,-2.188242736,7.180943055,0.261867736,22.94901851,18.16369087,18.98018745,15.97436689,10.3754777,11.25513051,7.839249806,8.718902617,5.37012422,6.383417219,3.795426205,4.914961907,-4.17,20.71711561,8.401969547,4.157374007,194.4475585,16.36724469,5.817862778,0,0,0,6.031114512,4.681802935,9.778515705,5.098681808,11.33678588,24.26546827,47.69617123,57.59263028,6.196843572,4.794537184,44.64667985,0,14.76446326,7.047671983,6.9237372,16.36724469,78.06498152,0,22.25380597,16.36724469,21.98717251,0,11.33678588,20.79557778,7.047671983,6.9237372,5.563451492,72.50153003,0,32.3399501,0,97.86,0,4.794537184,0,6.031114512,11.50524905,43.59078786,0,22.21543238,74.89603287,26.09630031,5.733667477,2.84499784,1.634095454,16.78435595,13.01495806,12.84392176,0.494096444,15.0806284,5.594671234,1.984046896,1.890894629,0.08,33,4,7,0,0,0,2,3,5,6,3,8,4,0,0,0,5,5.89842,135.4908
CHEMBL1968406,12.47249595,-0.251547128,12.47249595,0.251547128,0.426220273,415.522,394.354,415.1466813,150,0,0.323178745,-0.38303709,0.38303709,0.323178745,1.1,1.933333333,2.766666667,32.13353949,9.884922246,2.235750453,-2.182803562,2.447814199,-2.19346489,7.189804322,0.26186633,20.66456146,16.52839654,17.34489312,14.61852484,9.941826975,10.75832356,7.344281856,8.427903612,5.437478093,6.59500859,3.995443919,5.155580236,-3.45,18.57051318,7.421934799,3.267689828,177.7269319,16.36724469,16.97557927,0,0,0,6.031114512,0,14.76249423,0,11.33678588,25.12283841,60.21828762,21.81537123,5.386224214,4.794537184,44.77715635,0,9.967957042,0,26.18620207,16.36724469,64.79593973,0,11.12690298,16.36724469,21.98717251,0,11.33678588,15.99907155,19.26246487,0,22.92778738,48.79188955,0,21.34352362,0,92.93,0,4.794537184,0,6.031114512,5.817862778,51.98076104,22.33137025,11.33678588,36.39820241,33.59163852,5.733667477,0,1.685649687,23.25915294,6.792117699,12.37666665,0.51503607,13.65539891,4.2912299,2.091414818,0,0.173913043,30,4,6,1,0,1,2,2,4,5,3,7,3,0,0,0,5,5.2455,123.1328
CHEMBL1968705,12.17407572,-0.006171344,12.17407572,0.006171344,0.197405149,535.652,502.388,535.2695733,204,0,0.22385842,-0.492236956,0.492236956,0.22385842,1.025,1.925,2.8,16.47767514,10.12607218,2.14239096,-2.158266781,2.31433929,-2.245361505,5.947125847,-0.115752168,27.31297954,22.61305817,22.61305817,19.64049423,13.91860986,13.91860986,10.1479979,10.1479979,7.126655314,7.126655314,5.064311093,5.064311093,-4.5,25.760631,11.71043478,5.891259105,232.5236939,15.37044016,18.17425658,5.824404498,5.907179729,0,0,14.79312872,9.967957042,5.098681808,0,19.05647134,80.88291423,40.6762505,17.23024501,9.531400138,44.90566492,0,25.06523039,0,32.60702369,36.87472839,66.86051426,0,17.13736782,15.37044016,17.19263533,5.749511833,0,57.2135613,4.794537184,0,32.60702369,66.86051426,0,33.19370585,0,108.06,0,4.794537184,0,5.907179729,24.66997086,70.54867658,12.84164325,6.196843572,67.58740788,25.73085056,14.70482,6.138296629,0,24.4536267,15.46434141,4.190914053,2.020641989,19.60515926,5.609525875,5.850827414,0,0.290322581,40,3,9,0,1,1,3,2,5,7,3,9,10,0,1,1,6,6.1299,159.0571
