Molecule,y1_true,y1_pred,y1_pred_stdev,y1_pred_res,y1_pred_freq,y1_recalc,y1_recalc_stdev,y1_recalc_res,y1_recalc_freq
CMPLOGP00003965,3.7200,3.4997,0.2408,0.2203,5,3.6654,0.0311,0.0546,19
CMPLOGP00002278,2.1300,1.6722,0.1650,0.4578,5,2.0074,0.0418,0.1226,12
CMPLOGP00000548,0.1000,-0.1713,0.4327,0.2713,5,0.1028,0.0164,-0.0028,14
CMPLOGP00002831,2.6100,2.2530,0.0899,0.3570,5,2.5568,0.0323,0.0532,12
CMPLOGP00004256,4.0800,4.2081,0.0738,-0.1281,5,4.0974,0.0416,-0.0174,12
CMPLOGP00000900,0.6600,0.3312,0.1069,0.3288,5,0.5527,0.0324,0.1073,14
CMPLOGP00003050,2.8200,2.5899,0.1081,0.2301,5,2.7933,0.0197,0.0267,16
CMPLOGP00001254,1.1300,1.2646,0.1317,-0.1346,5,1.1424,0.0277,-0.0124,17
CMPLOGP00004768,4.9000,4.3166,0.0892,0.5834,5,4.8789,0.0179,0.0211,11
CMPLOGP00003271,3.0500,3.5241,0.3866,-0.4741,5,3.0845,0.0291,-0.0345,19
CMPLOGP00002502,2.3400,2.8459,0.1773,-0.5059,5,2.3701,0.0228,-0.0301,16
CMPLOGP00002207,2.0700,1.9040,0.1648,0.1660,5,2.0464,0.0301,0.0236,11
CMPLOGP00000876,0.6100,1.3117,0.0965,-0.7017,5,0.7173,0.0327,-0.1073,15
CMPLOGP00000293,-0.4300,0.0151,0.1690,-0.4451,5,-0.3772,0.0209,-0.0528,17
CMPLOGP00001998,1.8800,2.0918,0.0733,-0.2118,5,1.8993,0.0273,-0.0193,15
CMPLOGP00002692,2.5000,2.1703,0.7235,0.3297,5,2.4897,0.0238,0.0103,16
CMPLOGP00000804,0.5000,0.9096,0.2749,-0.4096,5,0.5153,0.0088,-0.0153,13
CMPLOGP00001127,0.9800,1.5223,0.2853,-0.5423,5,1.0578,0.0553,-0.0778,17
CMPLOGP00001676,1.5800,1.5153,0.1666,0.0647,5,1.5541,0.0512,0.0259,18
CMPLOGP00000686,0.3200,1.5160,0.1350,-1.1960,5,0.3709,0.0177,-0.0509,16
CMPLOGP00005203,5.9800,5.8521,0.3583,0.1279,5,6.0123,0.0327,-0.0323,18
CMPLOGP00001999,1.8800,1.2137,0.2950,0.6663,5,1.8409,0.0365,0.0391,18
CMPLOGP00000926,0.6940,0.6400,0.2815,0.0540,5,0.6750,0.0243,0.0190,15
CMPLOGP00001557,1.4600,1.6710,0.1701,-0.2110,5,1.5171,0.0269,-0.0571,20
CMPLOGP00002022,1.9000,1.7888,0.1683,0.1112,5,1.8739,0.0402,0.0261,14
CMPLOGP00002130,2.0000,2.3081,0.0567,-0.3081,5,2.0470,0.0308,-0.0470,18
CMPLOGP00001077,0.9100,1.5880,0.2281,-0.6780,5,0.9694,0.0248,-0.0594,19
CMPLOGP00003072,2.8500,2.2387,0.1459,0.6113,5,2.7889,0.0191,0.0611,14
CMPLOGP00000741,0.4000,0.8106,0.1929,-0.4106,5,0.3966,0.0145,0.0034,14
CMPLOGP00002662,2.4700,2.6196,0.1543,-0.1496,5,2.5100,0.0323,-0.0400,16
CMPLOGP00003080,2.8600,2.8837,0.1092,-0.0237,5,2.8392,0.0325,0.0208,17
CMPLOGP00003100,2.8900,1.7348,0.3343,1.1552,5,2.8343,0.0392,0.0557,17
CMPLOGP00002468,2.3100,2.3502,0.1508,-0.0402,5,2.3458,0.0392,-0.0358,15
CMPLOGP00002904,2.7000,2.7255,0.1919,-0.0255,5,2.6691,0.0427,0.0309,17
CMPLOGP00005384,6.7300,6.9058,0.1455,-0.1758,5,6.7743,0.0404,-0.0443,19
CMPLOGP00004331,4.2000,2.9866,0.2055,1.2134,5,4.0856,0.0357,0.1144,18
CMPLOGP00003257,3.0200,2.8421,0.1478,0.1779,5,3.0023,0.0211,0.0177,14
CMPLOGP00001653,1.5600,2.3265,0.0646,-0.7665,5,1.6457,0.0322,-0.0857,16
CMPLOGP00001329,1.2000,0.3085,0.3691,0.8915,5,1.1242,0.0184,0.0758,15
CMPLOGP00003219,2.9900,3.4985,0.2206,-0.5085,5,3.0194,0.0168,-0.0294,16
CMPLOGP00003114,2.8900,2.5368,0.1240,0.3532,5,2.8143,0.0364,0.0757,16
CMPLOGP00004324,4.1860,3.8538,0.2147,0.3322,5,4.2094,0.0302,-0.0234,17
CMPLOGP00003999,3.7800,3.3016,0.3699,0.4784,5,3.7448,0.0337,0.0352,14
CMPLOGP00002651,2.4600,1.4731,0.3930,0.9869,5,2.4355,0.0145,0.0245,13
CMPLOGP00005386,6.7400,3.8255,0.2032,2.9145,5,6.5855,0.0223,0.1545,15
CMPLOGP00003982,3.7600,3.7742,0.1393,-0.0142,5,3.7633,0.0282,-0.0033,16
CMPLOGP00002420,2.2700,2.5971,0.0818,-0.3271,5,2.3286,0.0306,-0.0586,14
CMPLOGP00001708,1.6100,0.5893,0.1952,1.0207,5,1.4800,0.0505,0.1300,17
CMPLOGP00000780,0.4700,0.7220,0.2524,-0.2520,5,0.5175,0.0173,-0.0475,19
CMPLOGP00003005,2.8000,4.2816,0.6639,-1.4816,5,2.8231,0.0162,-0.0231,20
CMPLOGP00003424,3.2000,2.6294,0.2624,0.5706,5,3.1304,0.0188,0.0696,14
CMPLOGP00001387,1.2800,0.4739,0.1067,0.8061,5,1.2176,0.0250,0.0624,16
CMPLOGP00000032,-2.4200,1.0266,0.3315,-3.4466,5,-2.4070,0.0130,-0.0130,15
CMPLOGP00002294,2.1500,2.2422,0.1053,-0.0922,5,2.1986,0.0396,-0.0486,20
CMPLOGP00003501,3.2800,3.8989,0.1404,-0.6189,5,3.3385,0.0354,-0.0585,18
CMPLOGP00005311,6.4000,6.4334,0.3687,-0.0334,5,6.3978,0.0188,0.0022,19
CMPLOGP00005448,7.1500,7.8945,0.1559,-0.7445,5,7.1848,0.0178,-0.0348,18
CMPLOGP00005050,5.5500,5.6997,0.0657,-0.1497,5,5.5791,0.0293,-0.0291,12
CMPLOGP00003448,3.2100,3.7341,0.1749,-0.5241,5,3.2341,0.0363,-0.0241,19
CMPLOGP00001797,1.7000,1.5197,0.1796,0.1803,5,1.6678,0.0749,0.0322,16
CMPLOGP00001230,1.1000,1.0922,0.0434,0.0078,5,1.0944,0.0431,0.0056,14
CMPLOGP00001544,1.4600,1.0838,0.1137,0.3762,5,1.3684,0.0349,0.0916,16
CMPLOGP00005388,6.7400,4.0090,0.5802,2.7310,5,6.6385,0.0275,0.1015,12
CMPLOGP00004593,4.6000,4.1177,0.1773,0.4823,5,4.5877,0.0478,0.0123,14
CMPLOGP00004393,4.2900,4.7280,0.3521,-0.4380,5,4.3350,0.0284,-0.0450,15
CMPLOGP00003200,2.9700,3.4242,0.2226,-0.4542,5,3.0215,0.0369,-0.0515,14
CMPLOGP00003904,3.6600,3.2829,0.0979,0.3771,5,3.6347,0.0439,0.0253,17
CMPLOGP00000967,0.7500,1.7676,0.1583,-1.0176,5,0.8586,0.0295,-0.1086,15
CMPLOGP00000932,0.7000,1.6458,0.2861,-0.9458,5,0.8029,0.0516,-0.1029,16
CMPLOGP00004596,4.6000,4.7250,0.1060,-0.1250,5,4.6479,0.0536,-0.0479,16
CMPLOGP00005018,5.4800,5.1335,0.2173,0.3465,5,5.4801,0.0341,-0.0001,18
CMPLOGP00005604,9.1600,5.1836,0.6530,3.9764,5,9.1536,0.0122,0.0064,17
CMPLOGP00001852,1.7400,1.9537,0.0702,-0.2137,5,1.7500,0.0229,-0.0100,15
CMPLOGP00005476,7.3500,5.7573,0.4163,1.5927,5,7.3431,0.0183,0.0069,16
CMPLOGP00001911,1.8000,2.4914,0.0790,-0.6914,5,1.9278,0.0262,-0.1278,18
CMPLOGP00001197,1.0600,0.8924,0.1435,0.1676,5,1.0087,0.0668,0.0513,19
CMPLOGP00004625,4.6400,4.8341,0.1346,-0.1941,5,4.7237,0.0344,-0.0837,19
CMPLOGP00000625,0.2110,0.3328,0.0889,-0.1218,5,0.2431,0.0451,-0.0321,16
CMPLOGP00002050,1.9200,3.8013,0.2508,-1.8813,5,1.9330,0.0118,-0.0130,18
CMPLOGP00000962,0.7400,1.2355,0.1452,-0.4955,5,0.7658,0.0213,-0.0258,15
CMPLOGP00002795,2.5900,2.2900,0.1300,0.3000,5,2.5205,0.0491,0.0695,15
CMPLOGP00005473,7.3200,6.9917,0.1104,0.3283,5,7.3231,0.0333,-0.0031,17
CMPLOGP00004105,3.9000,3.9073,0.1520,-0.0073,5,3.9130,0.0318,-0.0130,17
CMPLOGP00001059,0.8900,2.4108,0.2802,-1.5208,5,1.0460,0.0346,-0.1560,14
CMPLOGP00000836,0.5300,0.6068,0.1740,-0.0768,5,0.5190,0.0351,0.0110,18
CMPLOGP00000488,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00000023,-2.7900,0.2530,0.3355,-3.0430,5,-2.6563,0.0278,-0.1337,16
CMPLOGP00000406,-0.0800,1.1099,0.2650,-1.1899,5,0.0477,0.0240,-0.1277,15
CMPLOGP00003085,2.8600,3.3771,0.1899,-0.5171,5,2.9330,0.0364,-0.0730,19
CMPLOGP00003942,3.7000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00005555,8.0200,7.6965,0.3586,0.3235,5,8.0311,0.0304,-0.0111,19
CMPLOGP00001575,1.4900,1.0683,0.3022,0.4217,5,1.4601,0.0319,0.0299,18
CMPLOGP00005318,6.4300,5.0193,0.1077,1.4107,5,6.3340,0.0222,0.0960,20
CMPLOGP00004675,4.7100,4.5110,0.1145,0.1990,5,4.6476,0.0246,0.0624,17
CMPLOGP00000165,-0.9500,-0.8910,0.3008,-0.0590,5,-0.9598,0.0246,0.0098,17
CMPLOGP00000537,0.0800,0.0242,0.1948,0.0558,5,0.0368,0.0477,0.0432,13
CMPLOGP00000659,0.2800,0.4919,0.1411,-0.2119,5,0.2913,0.0298,-0.0113,12
CMPLOGP00002517,2.3500,2.9035,0.2096,-0.5535,5,2.3779,0.0335,-0.0279,17
CMPLOGP00003228,3.0000,2.3702,0.2311,0.6298,5,2.9516,0.0460,0.0484,16
CMPLOGP00000507,0.0300,-0.4224,0.2356,0.4524,5,0.0223,0.0162,0.0077,16
CMPLOGP00004678,4.7200,4.2685,0.1960,0.4515,5,4.6496,0.0360,0.0704,16
CMPLOGP00001339,1.2200,1.1197,0.1233,0.1003,5,1.2076,0.0292,0.0124,15
CMPLOGP00001333,1.2100,1.3091,0.2759,-0.0991,5,1.1963,0.0447,0.0137,14
CMPLOGP00002181,2.0300,1.1945,0.0766,0.8355,5,1.9849,0.0194,0.0451,13
CMPLOGP00003277,3.0520,3.3594,0.2168,-0.3074,5,3.0815,0.0392,-0.0295,15
CMPLOGP00005493,7.4700,6.8359,0.1750,0.6341,5,7.3950,0.0440,0.0750,20
CMPLOGP00003289,3.0700,3.0600,0.1433,0.0100,5,3.0859,0.0260,-0.0159,17
CMPLOGP00000295,-0.4300,1.5513,0.4288,-1.9813,5,-0.3403,0.0260,-0.0897,18
CMPLOGP00002572,2.4000,2.2265,0.1897,0.1735,5,2.3624,0.0411,0.0376,19
CMPLOGP00004859,5.0600,5.2474,0.1114,-0.1874,5,5.0795,0.0234,-0.0195,18
CMPLOGP00000470,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00002053,1.9300,2.6048,0.0502,-0.6748,5,2.0353,0.0631,-0.1053,17
CMPLOGP00000050,-2.0000,-0.7809,0.3824,-1.2191,5,-1.9877,0.0155,-0.0123,18
CMPLOGP00004929,5.2300,4.0978,0.1294,1.1322,5,5.0333,0.0419,0.1967,15
CMPLOGP00004932,5.2400,5.4050,0.1609,-0.1650,5,5.2648,0.0389,-0.0248,15
CMPLOGP00004770,4.9000,3.5793,0.1725,1.3207,5,4.8157,0.0139,0.0843,16
CMPLOGP00004528,4.4800,4.2339,0.2985,0.2461,5,4.4665,0.0509,0.0135,15
CMPLOGP00000185,-0.8400,-0.9960,0.1629,0.1560,5,-0.8954,0.0223,0.0554,16
CMPLOGP00000547,0.1000,0.6404,0.1317,-0.5404,5,0.1473,0.0273,-0.0473,17
CMPLOGP00005535,7.8100,7.1887,0.0965,0.6213,5,7.7900,0.0269,0.0200,13
CMPLOGP00002347,2.2000,1.2471,0.1379,0.9529,5,2.0862,0.0349,0.1138,16
CMPLOGP00003997,3.7800,3.7643,0.0531,0.0157,5,3.7522,0.0360,0.0278,19
CMPLOGP00004210,4.0100,4.1099,0.1062,-0.0999,5,4.0353,0.0505,-0.0253,17
CMPLOGP00004412,4.3000,4.0650,0.0802,0.2350,5,4.2224,0.0616,0.0776,19
CMPLOGP00004684,4.7200,2.6676,0.2473,2.0524,5,4.5888,0.0248,0.1312,16
CMPLOGP00002118,1.9900,1.9673,0.0776,0.0227,5,2.0321,0.0392,-0.0421,16
CMPLOGP00000146,-1.0100,-0.9337,0.4135,-0.0763,5,-1.0155,0.0117,0.0055,19
CMPLOGP00002544,2.3900,2.4807,0.1008,-0.0907,5,2.4016,0.0398,-0.0116,20
CMPLOGP00004741,4.8300,4.0864,0.2318,0.7436,5,4.7916,0.0374,0.0384,16
CMPLOGP00001212,1.0800,1.2484,0.1343,-0.1684,5,1.0757,0.0269,0.0043,17
CMPLOGP00000809,0.5000,0.3909,0.0527,0.1091,5,0.4470,0.0198,0.0530,12
CMPLOGP00005119,5.7500,5.6195,0.2012,0.1305,5,5.7647,0.0180,-0.0147,13
CMPLOGP00004464,4.4000,4.8019,0.3019,-0.4019,5,4.4282,0.0226,-0.0282,18
CMPLOGP00003865,3.6000,3.8152,0.0928,-0.2152,5,3.6235,0.0355,-0.0235,16
CMPLOGP00002922,2.7100,2.6018,0.0858,0.1082,5,2.7064,0.0347,0.0036,17
CMPLOGP00005364,6.6200,6.3806,0.1992,0.2394,5,6.5699,0.0382,0.0501,19
CMPLOGP00001889,1.7700,5.0240,0.1644,-3.2540,5,1.9058,0.0225,-0.1358,15
CMPLOGP00003737,3.4830,3.1085,0.3227,0.3745,5,3.5106,0.0110,-0.0276,13
CMPLOGP00002210,2.0700,2.2340,0.0738,-0.1640,5,2.0728,0.0415,-0.0028,15
CMPLOGP00000824,0.5100,0.9006,0.2530,-0.3906,5,0.4976,0.0339,0.0124,14
CMPLOGP00005540,7.8400,7.1047,0.4952,0.7353,5,7.8329,0.0199,0.0071,15
CMPLOGP00000642,0.2500,1.2322,0.2885,-0.9822,5,0.2905,0.0279,-0.0405,19
CMPLOGP00002882,2.6800,2.8357,0.1560,-0.1557,5,2.6864,0.0416,-0.0064,13
CMPLOGP00000668,0.3000,0.6779,0.4535,-0.3779,5,0.3312,0.0390,-0.0312,18
CMPLOGP00005138,5.8000,5.6076,0.2176,0.1924,5,5.7984,0.0186,0.0016,15
CMPLOGP00004217,4.0200,3.0811,0.3548,0.9389,5,3.9744,0.0270,0.0456,18
CMPLOGP00004264,4.1000,4.2735,0.4235,-0.1735,5,4.0982,0.0220,0.0018,18
CMPLOGP00002285,2.1400,2.6366,0.1516,-0.4966,5,2.2110,0.0332,-0.0710,13
CMPLOGP00004297,4.1300,4.7864,0.2980,-0.6564,5,4.1770,0.0226,-0.0470,15
CMPLOGP00004499,4.4400,4.6447,0.1862,-0.2047,5,4.4845,0.0353,-0.0445,11
CMPLOGP00005408,6.8400,3.1263,0.2168,3.7137,5,6.7123,0.0222,0.1277,15
CMPLOGP00003274,3.0500,3.0748,0.1144,-0.0248,5,3.0434,0.0408,0.0066,15
CMPLOGP00002585,2.4100,2.6986,0.1626,-0.2886,5,2.4311,0.0243,-0.0211,18
CMPLOGP00000751,0.4300,0.4859,0.1024,-0.0559,5,0.4336,0.0431,-0.0036,18
CMPLOGP00000445,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00005259,6.1800,4.9315,0.3867,1.2485,5,6.0875,0.0606,0.0925,14
CMPLOGP00004378,4.2500,4.7780,0.0625,-0.5280,5,4.3114,0.0390,-0.0614,16
CMPLOGP00003394,3.1700,2.0203,0.3510,1.1497,5,3.0969,0.0349,0.0731,18
CMPLOGP00005100,5.6900,5.5296,0.0900,0.1604,5,5.6701,0.0305,0.0199,18
CMPLOGP00002455,2.3000,2.3518,0.3042,-0.0518,5,2.3185,0.0267,-0.0185,14
CMPLOGP00003181,2.9500,2.7655,0.0708,0.1845,5,2.9649,0.0360,-0.0149,15
CMPLOGP00002819,2.6100,1.9820,0.3012,0.6280,5,2.4787,0.0828,0.1313,16
CMPLOGP00000698,0.3400,0.5510,0.1719,-0.2110,5,0.3652,0.0434,-0.0252,18
CMPLOGP00000763,0.4500,0.7387,0.0217,-0.2887,5,0.5332,0.0271,-0.0832,13
CMPLOGP00002656,2.4700,2.5521,0.1529,-0.0821,5,2.4811,0.0378,-0.0111,17
CMPLOGP00005563,8.1500,4.8593,0.1581,3.2907,5,8.0302,0.0226,0.1198,16
CMPLOGP00005049,5.5500,5.6309,0.0696,-0.0809,5,5.6155,0.0423,-0.0655,15
CMPLOGP00004763,4.8900,4.0405,0.4252,0.8495,5,4.8947,0.0122,-0.0047,15
CMPLOGP00005098,5.6800,3.7163,0.5664,1.9637,5,5.6448,0.0191,0.0352,16
CMPLOGP00002707,2.5030,2.2555,0.1088,0.2475,5,2.4839,0.0205,0.0191,14
CMPLOGP00003900,3.6500,4.7160,0.7046,-1.0660,5,3.6388,0.0230,0.0112,15
CMPLOGP00001242,1.1100,1.0212,0.1174,0.0888,5,1.0471,0.0271,0.0629,15
CMPLOGP00003299,3.0900,2.9242,0.1501,0.1658,5,3.0454,0.0419,0.0446,16
CMPLOGP00000619,0.2000,0.3945,0.1463,-0.1945,5,0.1983,0.0236,0.0017,13
CMPLOGP00004639,4.6600,4.2641,0.1516,0.3959,5,4.5825,0.0455,0.0775,19
CMPLOGP00002736,2.5300,1.9414,0.1750,0.5886,5,2.4754,0.0438,0.0546,18
CMPLOGP00000287,-0.4500,-0.0323,0.1157,-0.4177,5,-0.3961,0.0440,-0.0539,15
CMPLOGP00004481,4.4100,4.6173,0.1632,-0.2073,5,4.4282,0.0247,-0.0182,9
CMPLOGP00005533,7.8000,8.1345,0.3429,-0.3345,5,7.7976,0.0225,0.0024,15
CMPLOGP00000061,-1.9200,-0.8787,0.2849,-1.0413,5,-1.9103,0.0279,-0.0097,14
CMPLOGP00004734,4.8100,4.6332,0.2635,0.1768,5,4.8118,0.0220,-0.0018,16
CMPLOGP00000478,0.0000,0.0,0.0,0.0,0,0.0,0.0,0.0,0
CMPLOGP00002141,2.0000,2.2692,0.2344,-0.2692,5,2.0307,0.0318,-0.0307,17
CMPLOGP00000006,-3.9600,-3.2456,0.3597,-0.7144,5,-3.9423,0.0285,-0.0177,17
CMPLOGP00003773,3.5000,3.5435,0.2160,-0.0435,5,3.4953,0.0440,0.0047,15
CMPLOGP00002506,2.3400,2.2150,0.0718,0.1250,5,2.3075,0.0229,0.0325,16
CMPLOGP00003447,3.2100,4.8482,0.2352,-1.6382,5,3.2983,0.0194,-0.0883,16
CMPLOGP00000649,0.2600,0.4130,0.1607,-0.1530,5,0.3173,0.0280,-0.0573,16
CMPLOGP00001746,1.6600,1.9815,0.1037,-0.3215,5,1.7399,0.0655,-0.0799,17
CMPLOGP00003320,3.1000,3.3556,0.1424,-0.2556,5,3.1700,0.0240,-0.0700,13
CMPLOGP00002842,2.6300,2.5557,0.0799,0.0743,5,2.5900,0.0457,0.0400,17
CMPLOGP00004917,5.2000,4.4612,0.3164,0.7388,5,5.1829,0.0291,0.0171,15
CMPLOGP00004927,5.2300,4.1875,0.2109,1.0425,5,5.1951,0.0247,0.0349,14
CMPLOGP00000529,0.0600,1.0221,0.2556,-0.9621,5,0.1101,0.0173,-0.0501,15
CMPLOGP00005509,7.5900,7.2469,0.2668,0.3431,5,7.5916,0.0242,-0.0016,15
CMPLOGP00004955,5.3000,3.5019,1.6997,1.7981,5,5.2378,0.0950,0.0622,16
CMPLOGP00002924,2.7100,3.3416,0.1330,-0.6316,5,2.8788,0.0361,-0.1688,18
CMPLOGP00005115,5.7300,5.1800,0.2140,0.5500,5,5.7398,0.0379,-0.0098,16
CMPLOGP00005424,6.9600,7.5674,0.2999,-0.6074,5,7.0076,0.0177,-0.0476,17
CMPLOGP00004950,5.2700,5.7175,0.1794,-0.4475,5,5.3579,0.0472,-0.0879,16
CMPLOGP00000660,0.2900,0.3153,0.1918,-0.0253,5,0.2965,0.0279,-0.0065,10
CMPLOGP00004899,5.1400,4.9654,0.1495,0.1746,5,5.1373,0.0393,0.0027,15
CMPLOGP00001210,1.0800,2.1349,0.2004,-1.0549,5,1.1501,0.0447,-0.0701,16
CMPLOGP00003012,2.8000,1.6417,0.2782,1.1583,5,2.7764,0.0237,0.0236,13
CMPLOGP00002360,2.2000,2.1475,0.1672,0.0525,5,2.2167,0.0385,-0.0167,16
CMPLOGP00005088,5.6500,5.5454,0.1334,0.1046,5,5.6029,0.0587,0.0471,18
CMPLOGP00001474,1.3900,1.2744,0.1259,0.1156,5,1.3532,0.0425,0.0368,15
CMPLOGP00004443,4.3600,4.5303,0.2050,-0.1703,5,4.3905,0.0458,-0.0305,11
CMPLOGP00005236,6.1000,5.9542,0.1182,0.1458,5,6.0664,0.0357,0.0336,18
CMPLOGP00001725,1.6400,2.3518,0.0962,-0.7118,5,1.7486,0.0253,-0.1086,14
CMPLOGP00001409,1.3000,1.3144,0.0604,-0.0144,5,1.2870,0.0278,0.0130,16
CMPLOGP00005039,5.5300,4.8622,0.1718,0.6678,5,5.4727,0.0199,0.0573,17
CMPLOGP00005066,5.6000,4.5276,0.2823,1.0724,5,5.5455,0.0239,0.0545,16
CMPLOGP00005132,5.7800,5.1911,0.8344,0.5889,5,5.7069,0.0436,0.0731,15
CMPLOGP00001367,1.2600,1.3638,0.1170,-0.1038,5,1.2677,0.0308,-0.0077,16
CMPLOGP00004376,4.2500,4.1002,0.1303,0.1498,5,4.2730,0.0477,-0.0230,16
CMPLOGP00003355,3.1300,3.3261,0.1283,-0.1961,5,3.1536,0.0371,-0.0236,17
CMPLOGP00003837,3.5800,2.7078,0.1203,0.8722,5,3.4890,0.0403,0.0910,16
CMPLOGP00002161,2.0100,1.9356,0.1610,0.0744,5,2.0234,0.0494,-0.0134,17
CMPLOGP00002409,2.2600,2.4047,0.1204,-0.1447,5,2.2560,0.0265,0.0040,13
CMPLOGP00005303,6.3600,6.3482,0.1265,0.0118,5,6.3542,0.0383,0.0058,13
CMPLOGP00001020,0.8400,1.7603,0.7647,-0.9203,5,0.8010,0.0536,0.0390,14
CMPLOGP00005481,7.3800,6.2716,0.6291,1.1084,5,7.3596,0.0180,0.0204,19
CMPLOGP00004761,4.8800,4.1310,0.2769,0.7490,5,4.8412,0.0205,0.0388,16
CMPLOGP00003697,3.4400,3.5435,0.2342,-0.1035,5,3.4752,0.0320,-0.0352,15
CMPLOGP00003685,3.4300,3.4121,0.0549,0.0179,5,3.4356,0.0344,-0.0056,12
CMPLOGP00000655,0.2700,1.2100,0.2109,-0.9400,5,0.3552,0.0263,-0.0852,19
CMPLOGP00004659,4.6900,4.7533,0.0726,-0.0633,5,4.7081,0.0263,-0.0181,17
CMPLOGP00001441,1.3300,1.3601,0.2054,-0.0301,5,1.3455,0.0383,-0.0155,15
CMPLOGP00003830,3.5800,2.9597,0.1357,0.6203,5,3.3920,0.0305,0.1880,17
CMPLOGP00000578,0.1430,0.0231,0.1794,0.1199,5,0.1087,0.0399,0.0343,17
CMPLOGP00005201,5.9800,6.0677,0.1682,-0.0877,5,5.9777,0.0550,0.0023,17
