Molecule,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR
SM35,11.347585821365584,-3.2548954134122794,11.347585821365584,0.42351544784580497,0.8655435409447306,287.40600000000006,270.27000000000004,287.064985404,100,0,0.20876264281888493,-0.25944212411425815,0.25944212411425815,0.20876264281888493,1.2777777777777777,1.8888888888888888,2.388888888888889,32.23317625413158,9.95145017986423,2.438153348712267,-2.4047022095584896,2.2641510339799957,-2.627573581979088,7.8922773222380265,0.4059290462637921,2.01589593376273,531.7007674611824,13.225768350244731,10.256419923013636,11.88941308486909,8.386358674475309,5.764619869781477,9.144065279552313,4.868657785357536,8.074116064985803,3.0115160773519425,5.564441857524682,2.2499226596782993,5.046738368755367,-0.7200000000000002,7260.100455774727,13.705666390550114,5.107547062718759,3.6344410104810536,110.30011693194643,0.0,0.0,0.0,10.023291153407584,0.0,0.0,4.208898492164469,13.139891848781026,0.0,0.0,30.33183534230805,18.405094737549014,22.305276256397885,11.79469443589475,12.626695476493406,20.822860196311893,0.0,4.722094864452088,0.0,18.380568498235363,17.761476397004984,35.89528683400505,0.0,0.0,4.722094864452088,0.0,0.0,0.0,35.92709712588173,27.2436818192379,0.0,11.984273114623004,30.33183534230805,0.0,0.0,0.0,63.24,26.361785448695237,12.626695476493406,0.0,0.0,17.92652883641959,12.676590806437414,5.563451491696996,0.0,30.33183534230805,4.722094864452088,0.0,36.632478820231796,0.0,0.0,0.0,0.6654963466868231,0.8470308956916099,9.912525055289606,2.6338205467372133,0.0,-4.135796109081494,0.5,18,1,4,0,1,1,1,0,1,3,1,6,5,0,1,1,2,0.6694999999999998,73.34990000000003
SM36,12.54851174729151,-3.591052820819684,12.54851174729151,0.24700780003359424,0.8685842513900401,349.47700000000015,330.3250000000001,349.080635468,122,0,0.24062760455738355,-0.25944212083153684,0.25944212083153684,0.24062760455738355,0.9565217391304348,1.5217391304347827,2.0869565217391304,32.233346853158274,9.951434550392912,2.44959781130875,-2.408588177470716,2.2808019422656236,-2.6290329387397886,7.899030080290409,0.4044836354902073,1.7501111747468772,781.102896997945,16.338652525367095,12.643171268961767,14.27616443081722,10.991530389997848,7.4711793270725035,10.44237644637948,5.9129815756600435,9.052386897514081,4.013991426141522,7.357623100529469,2.800242769978787,6.013843084281355,-1.4999999999999996,143436.30707457234,16.36102308736985,6.549149338374291,3.8843598615916957,138.99226902361386,0.0,0.0,0.0,10.023291153407584,0.0,0.0,4.208898492164469,13.139891848781026,0.0,0.0,48.53093654769288,30.537828874472233,22.305276256397885,10.43440872790112,12.626695476493406,20.822860196311893,0.0,4.722094864452088,0.0,23.276051973753138,11.505707213493578,66.2271221763131,0.0,0.0,4.722094864452088,0.0,0.0,0.0,29.67132794237033,27.2436818192379,0.0,11.984273114623004,65.55915416013387,0.0,0.0,0.0,63.24,26.361785448695237,12.626695476493406,0.0,4.895483475517775,17.92652883641959,11.984273114623004,0.0,30.33183534230805,30.33183534230805,4.722094864452088,0.0,39.52426610922147,0.0,0.24700780003359424,0.0,0.5541791593180485,0.7617006802721096,18.256505215769437,1.406911296926178,0.0,-4.528348039318606,0.29411764705882354,23,1,4,0,1,1,2,0,2,3,1,6,6,0,1,1,3,2.0988000000000007,92.13390000000004
SM37,11.972585821365584,-3.495636154153019,11.972585821365584,0.3957376700680273,0.8317434514923773,316.44800000000004,296.288,316.09153449999997,112,0,0.2790015524375647,-0.25944211083253405,0.2790015524375647,0.25944211083253405,1.25,1.85,2.35,32.238840121074105,9.951455145351645,2.451249819907188,-2.4135074876121507,2.2696788882658048,-2.6443019894644566,7.8814305029582465,0.3885430811315312,2.0534797788917767,576.8936487423593,14.803118619434358,11.703633518513596,13.336626680369047,9.329734347449374,6.433372956152584,9.361470156665806,5.383920565379852,8.725477214052841,3.4358141340297683,6.837336027558158,2.2215279853049026,4.961554345635178,-0.76,19664.365015727664,15.625492665093967,5.928376585201981,3.6613185151018914,122.56027022717491,0.0,0.0,0.0,0.0,10.209329170397666,0.0,4.208898492164469,0.0,17.44510784007726,0.0,30.33183534230805,18.405094737549014,36.40062022175226,5.538925252383345,12.626695476493406,21.008898213301975,0.0,9.027310855748322,0.0,18.380568498235363,25.601051178847957,35.89528683400505,0.0,0.0,4.722094864452088,0.0,0.0,0.0,48.07188789902094,27.42971983622798,0.0,11.984273114623004,30.33183534230805,0.0,0.0,0.0,66.48,26.54782346568532,12.626695476493406,0.0,0.0,17.92652883641959,16.289489105919237,14.09534396535438,0.0,30.33183534230805,4.722094864452088,0.0,39.25252621882086,0.0,0.0,0.0,0.5950796800201568,0.7914753401360546,9.912525055289606,1.4343372071050644,0.0,-1.4303879458161866,0.5384615384615384,20,1,5,0,1,1,1,0,1,3,1,7,6,0,1,1,2,0.5163,81.11290000000005
SM38,11.364780958679768,-3.411654672671539,11.364780958679768,0.11120677437641735,0.8501519238908694,303.4050000000001,286.26900000000006,303.059900024,106,0,0.20876568445327848,-0.22869368743011997,0.22869368743011997,0.20876568445327848,1.2105263157894737,1.7894736842105263,2.263157894736842,32.23361129767403,9.951395640175313,2.4914352423483344,-2.4070430631579063,2.289885766238325,-2.6483719947137843,7.931232847445045,0.38822550135254574,2.0814921484814675,638.2296156522164,14.148418081055105,10.6646682134775,12.297661375332954,8.699618605544506,5.931286536448144,9.644065279552315,5.17240142749703,8.985346991404281,3.1293672075497003,5.917995248117955,2.4755148914438454,5.723515064052003,-0.9200000000000002,9576.770466148808,14.488299601369494,4.880949241738342,4.020948670678399,113.5512611101571,0.0,0.0,9.837253136417502,10.023291153407584,0.0,0.0,0.0,21.557688833109964,0.0,0.0,30.33183534230805,18.405094737549014,0.0,23.300401649388327,16.835593968657875,19.860544289825086,0.0,4.722094864452088,0.0,18.380568498235363,17.761476397004984,35.89528683400505,0.0,0.0,4.722094864452088,0.0,0.0,0.0,40.1359956180462,26.281365912751095,0.0,11.984273114623004,30.33183534230805,0.0,0.0,0.0,80.31,25.39946954220843,16.835593968657875,0.0,11.505707213493578,12.841643245852019,11.819220675208399,0.0,0.0,30.33183534230805,4.722094864452088,0.0,47.92972119866465,0.0,0.0,0.0,0.23971608087679552,-0.2224135487528347,9.608610822415386,2.198809051398337,0.0,-6.5044436046023355,0.5,19,1,5,0,1,1,1,0,1,4,1,7,5,0,1,1,2,0.3355999999999999,74.12730000000003
SM39,12.556999401612497,-3.7478120800789436,12.556999401612497,0.14665191693961588,0.8458963788111307,365.47600000000017,346.3240000000001,365.075550088,128,0,0.24063064956193644,-0.2286936839956855,0.24063064956193644,0.2286936839956855,0.9166666666666666,1.4583333333333333,2.0,32.23377078425189,9.95138000075899,2.499805527860262,-2.4107759051755884,2.303782699735272,-2.6496167445335193,7.93230072795088,0.38704995860133157,1.795908180970526,895.577607995523,17.261302256177466,13.05141955942563,14.684412721281083,11.304790321067044,7.63784599373917,10.942376446379482,6.216725217799536,9.963617823932559,4.13184255633928,7.711176491122743,3.0258350017443334,6.69061977957799,-1.6999999999999997,189656.78489329794,17.133714372809024,6.3089054043369845,3.853037212928474,142.24341320182452,0.0,0.0,9.837253136417502,10.023291153407584,0.0,0.0,0.0,21.557688833109964,0.0,0.0,48.53093654769288,30.537828874472233,0.0,21.940115941394698,16.835593968657875,19.860544289825086,0.0,4.722094864452088,0.0,23.276051973753138,11.505707213493578,66.2271221763131,0.0,0.0,4.722094864452088,0.0,0.0,0.0,33.8802264345348,26.281365912751095,0.0,11.984273114623004,65.55915416013387,0.0,0.0,0.0,80.31,25.39946954220843,16.835593968657875,0.0,16.401190689011354,12.841643245852019,5.563451491696996,12.13273413692322,18.19910120538483,30.33183534230805,4.722094864452088,0.0,51.158017998866214,0.0,0.14665191693961588,0.0,0.1283988935080207,-0.3077437641723342,17.648676750020996,1.0654529635928447,0.0,-6.922788092088687,0.29411764705882354,24,1,5,0,1,1,2,0,2,4,1,7,6,0,1,1,3,1.7649000000000004,92.91130000000004
SM40,11.981073475686571,-3.6523954134122785,11.981073475686571,0.13898455215419503,0.8055220355341377,332.44700000000006,312.28700000000003,332.08644911999994,118,0,0.2790046085472298,-0.22869367353511158,0.2790046085472298,0.22869367353511158,1.1904761904761905,1.7619047619047619,2.238095238095238,32.239036230011365,9.951400586514058,2.501256483618401,-2.415500455706546,2.294639300588819,-2.662851096525714,7.929988657209064,0.37446681782010666,2.121363081820509,684.9466249150845,15.725768350244731,12.11188180897746,13.74487497083291,9.64299427851857,6.600039622819251,9.861470156665806,5.6876642075193455,9.636708140471319,3.553665264227526,7.190889418151431,2.4471202170704487,5.638331040931814,-0.96,25982.455369850224,16.411192297127325,5.6762293265482,4.0296207007543074,125.81141440538558,0.0,0.0,9.837253136417502,0.0,10.209329170397666,0.0,0.0,8.417796984328938,17.44510784007726,0.0,30.33183534230805,18.405094737549014,14.09534396535438,17.044632465876923,16.835593968657875,20.046582306815168,0.0,9.027310855748322,0.0,18.380568498235363,25.601051178847957,35.89528683400505,0.0,0.0,4.722094864452088,0.0,0.0,0.0,52.28078639118541,26.467403929741177,0.0,11.984273114623004,30.33183534230805,0.0,0.0,0.0,83.55000000000001,25.58550755919851,16.835593968657875,0.0,11.505707213493578,12.841643245852019,9.86866748299323,14.09534396535438,0.0,30.33183534230805,4.722094864452088,0.0,50.612465435248176,0.0,0.0,0.0,0.16929941421012895,-0.27796910430839006,9.608610822415386,1.092878873771731,0.0,-3.9552854413370286,0.5384615384615384,21,1,6,0,1,1,1,0,1,4,1,8,6,0,1,1,2,0.18240000000000012,81.89030000000005
SM41,10.953642920131015,-3.3185296726715383,10.953642920131015,0.1818083900226759,0.8831230147940249,238.26800000000003,228.188,238.04121318,84,0,0.23056244051599212,-0.35409771317398203,0.35409771317398203,0.23056244051599212,1.25,1.9375,2.5625,32.2331008385718,10.162405788841323,2.087442422588548,-1.9458808882040615,2.215543297498175,-2.0887273624244846,7.915078859257196,0.4353499785921989,2.2712654922787325,575.1214273081507,11.59601183824781,8.544308372493168,9.360804953420894,7.544624757173649,4.54404476955868,6.435456307616934,3.316655937665883,5.065111136849631,1.85842413226832,2.438353167282203,1.2517305073660743,1.7278227393201657,-1.8199999999999998,5201.1297239804135,10.68965055261326,3.97454028479178,2.6038640305237593,93.12941106677341,4.523094936973348,0.0,11.57811019670947,10.023291153407584,0.0,0.0,4.722094864452088,8.417796984328938,0.0,0.0,35.4884985994335,0.0,11.629818560158606,6.255769183511404,12.940891921302285,15.841153931242612,0.0,5.156663257125445,0.0,0.0,10.977864047963493,36.39820241076966,0.0,11.323698910571437,4.722094864452088,5.817862777835028,0.0,0.0,19.830229424965786,10.023291153407584,0.0,0.0,40.921297347743014,0.0,11.323698910571437,0.0,72.2,10.023291153407584,8.417796984328938,0.0,5.817862777835028,5.760247418874442,11.819220675208399,6.06636706846161,0.0,30.33183534230805,9.878758121577533,4.523094936973348,29.165552799823633,0.0,0.0,3.612653533635677,0.8440287226001513,0.701947278911565,10.851618690686152,1.0593953136810281,0.0,-3.3185296726715383,0.1,16,1,5,0,0,0,1,1,2,4,1,6,3,0,0,0,2,1.7130999999999998,60.405500000000025
SM42,12.154568846056943,-3.654687080078945,12.154568846056943,0.15065381708238856,0.8030933715954321,300.339,288.243,300.056863244,106,0,0.26263522133351336,-0.3540975507165585,0.3540975507165585,0.26263522133351336,0.9047619047619048,1.5238095238095237,2.1904761904761907,32.233271307672865,10.16240366330206,2.1598465404586014,-2.031071365662897,2.2306077271878113,-2.1231604988026693,7.923177995093249,0.43532508872242426,1.853239265256595,827.6248820181507,14.708896013370174,10.931059718441297,11.747556299369023,10.149796472696188,6.250604226849706,7.733767474444099,4.360979727968392,6.043381969377908,2.860899481057897,4.231534410286992,1.8580192373607949,2.862833313928858,-2.599999999999999,101761.27174148966,13.386159169550176,5.414299597389977,2.950173010380624,121.82156315844087,4.523094936973348,0.0,11.57811019670947,0.0,10.023291153407584,0.0,4.722094864452088,8.417796984328938,0.0,0.0,53.687599804818326,12.13273413692322,11.629818560158606,4.895483475517775,12.940891921302285,15.841153931242612,0.0,5.156663257125445,0.0,4.895483475517775,4.722094864452088,66.73003775307771,0.0,11.323698910571437,4.722094864452088,5.817862777835028,0.0,0.0,13.574460241454382,10.023291153407584,0.0,0.0,76.14861616556885,0.0,11.323698910571437,0.0,72.2,10.023291153407584,8.417796984328938,0.0,10.713346253352803,5.760247418874442,5.563451491696996,12.13273413692322,24.26546827384644,30.33183534230805,9.878758121577533,4.523094936973348,31.85670784517511,0.0,0.17524176954732562,3.7379837490551777,0.8288509910136895,0.6519146300495511,18.98732142857143,0.0,0.0,-3.654687080078945,0.0,21,1,5,0,0,0,2,1,3,4,1,6,4,0,0,0,3,3.142400000000001,79.18950000000002
SM43,11.578642920131017,-3.559270413412278,11.578642920131017,0.1551417233560093,0.9117467681680178,267.31,254.20599999999996,267.067762276,96,0,0.3018764438779866,-0.3540970655310146,0.3540970655310146,0.3018764438779866,1.2222222222222223,1.8888888888888888,2.5,32.23877392932739,10.162406465838226,2.156691767955357,-2.097913362107667,2.2197293873809327,-2.285036414575722,7.899008829278863,0.4349198507145951,2.2236274639317886,619.992811725001,13.173362107437436,9.991521967993126,10.80801854892085,8.488000430147713,5.2127978559297885,6.652861184730427,3.8319187176882,5.716472285916669,2.282722188946145,3.71124733731568,1.2852132170838888,1.8282708684736093,-1.8599999999999999,14044.666869266006,12.593128808126911,4.789543779971381,2.687531999529733,105.3895643620019,4.523094936973348,0.0,11.57811019670947,0.0,0.0,10.209329170397666,4.722094864452088,0.0,12.72301297562517,0.0,35.4884985994335,0.0,25.725162525512985,0.0,12.940891921302285,16.027191948232694,0.0,9.46187924842168,0.0,0.0,18.817438829806466,36.39820241076966,0.0,11.323698910571437,4.722094864452088,5.817862777835028,0.0,0.0,31.975020198104996,10.209329170397666,0.0,0.0,40.921297347743014,0.0,11.323698910571437,0.0,75.44,10.209329170397666,8.417796984328938,0.0,5.817862777835028,5.760247418874442,9.86866748299323,20.16171103381599,0.0,30.33183534230805,9.878758121577533,4.523094936973348,31.598672603300585,0.0,0.0,3.6682090891912322,0.8336120559334846,0.6616751700680277,10.851618690686152,0.0,0.0,-0.6971209425128069,0.18181818181818182,18,1,6,0,0,0,1,1,2,4,1,7,4,0,0,0,2,1.5598999999999998,68.16850000000002
SM44,10.958272549760645,-3.3118630060048715,10.958272549760645,0.2003269085411945,0.8508200153003878,238.27200000000002,228.19199999999998,238.05244656,84,0,0.2305632969179905,-0.2647203988578168,0.2647203988578168,0.2305632969179905,1.25,1.9375,2.5625,32.233100836835646,10.31007136508628,2.0606306680968975,-1.9764261662792721,2.0844036286144103,-2.091300330390917,7.915068644357028,0.6063401391992682,2.2712654922787325,576.566270746207,11.59601183824781,8.53048727302922,9.346983853956948,7.544624757173649,4.50047699139402,6.391888529452274,3.2581288322597164,5.006584031443466,1.8040863927067043,2.3840154277205876,1.2074472992525742,1.68087562319865,-1.8899999999999997,5201.1297239804135,10.621930817508138,3.9329053327171954,2.5714485557261137,92.95941252229284,0.0,0.0,5.817862777835028,10.023291153407584,0.0,0.0,4.722094864452088,13.099599919474123,0.0,5.098681808301038,23.4124863010397,12.13273413692322,0.0,18.139999029808042,8.417796984328938,15.841153931242612,0.0,14.993869839101091,0.0,0.0,10.977864047963493,36.52867891392113,0.0,5.687386274683562,4.722094864452088,5.817862777835028,0.0,0.0,29.667436006941433,10.023291153407584,0.0,0.0,36.52867891392113,0.0,5.687386274683562,0.0,76.88,10.023291153407584,8.417796984328938,0.0,5.817862777835028,0.0,11.943155458194965,10.878646506758262,0.0,30.33183534230805,15.034161768407994,0.0,25.659163910934744,0.0,0.0,7.510940570672714,0.8162509448223735,0.2003269085411945,9.300854801797263,2.574325869236583,0.0,-3.3118630060048715,0.1111111111111111,16,1,6,0,0,0,1,1,2,5,1,7,3,0,0,0,2,0.6387999999999998,59.82550000000002
SM45,12.159198475686571,-3.648020413412279,12.159198475686571,0.16917233560090716,0.7998925523282849,300.343,288.247,300.06809662399996,106,0,0.2626360780981591,-0.26049689379197866,0.2626360780981591,0.26049689379197866,0.9047619047619048,1.5238095238095237,2.1904761904761907,32.23327130592505,10.31006927104319,2.1504663902696097,-2.035356873712892,2.142089628741089,-2.125109220062145,7.923167688997181,0.6007533313089499,1.853239265256595,829.6801595456355,14.708896013370174,10.91723861897735,11.733735199905077,10.149796472696188,6.207036448685047,7.69019969627944,4.3024526225622255,5.984854863971742,2.8065617414962816,4.177196670725377,1.813736029247295,2.815886197807343,-2.669999999999999,101761.27174148966,13.319405260810983,5.372133619700066,2.9225832611006504,121.65156461396029,0.0,0.0,5.817862777835028,0.0,10.023291153407584,0.0,4.722094864452088,13.099599919474123,0.0,5.098681808301038,41.61158750642453,24.26546827384644,0.0,16.779713321814413,8.417796984328938,15.841153931242612,0.0,14.993869839101091,0.0,4.895483475517775,4.722094864452088,66.86051425622918,0.0,5.687386274683562,4.722094864452088,5.817862777835028,0.0,0.0,23.41166682343003,10.023291153407584,0.0,0.0,71.75599773174696,0.0,5.687386274683562,0.0,76.88,10.023291153407584,8.417796984328938,0.0,10.713346253352803,0.0,5.687386274683562,23.01138064368148,18.19910120538483,30.33183534230805,15.034161768407994,0.0,28.223700947971782,0.0,0.17987139917695516,7.729942050894432,0.8010732132359117,0.16917233560090716,17.4372928739397,1.5236342592592593,0.0,-3.648020413412279,0.0,21,1,6,0,0,0,2,1,3,5,1,7,4,0,0,0,3,2.0681,78.60950000000003
SM46,11.583272549760647,-3.55260374674561,11.583272549760647,0.1736602418745279,0.8736903194028093,267.314,254.20999999999998,267.078995656,96,0,0.3018773047181146,-0.2516158987268454,0.3018773047181146,0.2516158987268454,1.2222222222222223,1.8888888888888888,2.5,32.23877392756609,10.31007152573984,2.1465157102212777,-2.099439764235375,2.0970121661100403,-2.285698618023758,7.898998111890282,0.5263366198014134,2.2236274639317886,620.7274131110279,13.173362107437436,9.97770086852918,10.794197449456904,8.488000430147713,5.169230077765129,6.609293406565767,3.773391612282034,5.657945180510502,2.2283844493845297,3.6569095977540647,1.240930008970389,1.7813237523520935,-1.9299999999999997,14044.666869266006,12.524930917834109,4.746710873694064,2.658143461730853,105.21956581752133,0.0,0.0,5.817862777835028,0.0,0.0,10.209329170397666,4.722094864452088,4.681802935145185,12.72301297562517,5.098681808301038,23.4124863010397,12.13273413692322,14.09534396535438,11.884229846296638,8.417796984328938,16.027191948232694,0.0,19.299085830397324,0.0,0.0,18.817438829806466,36.52867891392113,0.0,5.687386274683562,4.722094864452088,5.817862777835028,0.0,0.0,41.81222678008064,10.209329170397666,0.0,0.0,36.52867891392113,0.0,5.687386274683562,0.0,80.12,10.209329170397666,8.417796984328938,0.0,5.817862777835028,0.0,9.992602265979796,24.97399047211264,0.0,30.33183534230805,15.034161768407994,0.0,28.035688854245404,0.0,0.0,7.607312452758881,0.805834278155707,0.1736602418745279,9.300854801797263,1.510300925925926,0.0,-0.6836515547577036,0.2,18,1,7,0,0,0,1,1,2,5,1,8,4,0,0,0,2,0.48559999999999964,67.58850000000002
